source_id,exercise_name,code,aliases,type,movement_pattern,primary_quality,secondary_qualities,training_role,primary_muscles,secondary_muscles,equipment,environments,minimum_level,technical_cost,impact_cost,fatigue_cost,supervision_required,dose_units,instructions,coaching_cues,common_mistakes,safety_stop_conditions,progressions,regressions,substitutions,catalogue_scope,generator_eligible,approval_status,approved_by,approval_scope
EXT-057,Optional Symptom-Free Foam Rolling,optional_foam_rolling,,mobility,self_massage,mobility_range_capacity,recovery_capacity,recovery,selected_soft_tissue_region,trunk;supporting musculature,foam_roller,gym;home;field,beginner,1,1,1,no,sets;repetitions;duration_seconds;range_of_motion;effort_rpe;recovery_seconds,"Roll one approved region slowly for the prescribed time at comfortable pressure, avoiding joints, acute injury and neurological symptoms.",Comfortable pressure. Slow passes. Stop before pain or numbness.,Aggressive painful pressure. Rolling acute injury. Claiming to break adhesions or permanently change fascia.,"Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique. Do not roll areas with acute trauma, unexplained swelling, vascular concern or altered sensation without professional clearance.",,,deep_squat_pry;knee_to_wall_ankle_rocks,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-058,Neutral-Grip Lat Pulldown,neutral_grip_lat_pulldown,,exercise,vertical_pull,maximum_strength,recovery_capacity,primary,lats;biceps,upper_back;mid_back,machine;cable_machine,gym,beginner,1,1,2,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Keep palms facing each other and chest tall. Drive elbows toward the front of the ribs. Let the shoulder blades upwardly rotate as the handle returns.,Keep palms facing each other and chest tall. Drive elbows toward the front of the ribs. Let the shoulder blades upwardly rotate as the handle returns.,Leaning far back to shorten the pull. Pulling the handle below useful range. Shrugging at the top of each rep.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: The close handle causes wrist or elbow irritation. The athlete cannot keep a tall torso.",pull_up,,lat_pulldown;seated_cable_row,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-058,Passive Rest / No Modality,passive_rest,,conditioning_modality,rest,recovery_capacity,,recovery,whole_body,trunk;supporting musculature,bodyweight,home;field;gym;travel,beginner,1,1,1,no,duration_minutes,"Do not add a recovery exercise or modality. Protect ordinary rest, sleep opportunity, nutrition, hydration and the next-session schedule.",Nothing extra is required. Recover through time and appropriate load management.,Treating rest as failure. Stacking optional modalities without a defined outcome. Replacing medical care with rest.,"Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique.",,,very_easy_active_cooldown,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-059,A-March,a_march,marching sprint drill,speed_drill,upright_sprint_preparation,movement_coordination,maximum_velocity;mobility_preparation,preparation,hip_flexors;calves;glutes,trunk,bodyweight,field;track;court;gym,beginner,2,1,1,no,sets;repetitions;distance_m;duration_seconds;intensity_percent;recovery_seconds,"March forward with a tall posture, lifting one thigh while the opposite foot remains active under the body. Place each foot beneath the hips and keep a steady rhythm.",Stay tall. Step down beneath you. Keep the rhythm controlled.,Reaching the foot forward; leaning back; forcing excessive knee height; rushing before posture is stable.,"Stop for pain, dizziness, loss of balance, unsafe footing or inability to maintain controlled posture.",a_skip,,wall_march,shared_training_domain_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-059,One-Arm Dumbbell Row,one_arm_dumbbell_row,,exercise,horizontal_pull,maximum_strength,,primary,lats;upper_back;mid_back,rear_delts;biceps;forearms;trunk,dumbbells;bench,gym;home,beginner,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Place the support hand under the shoulder and keep the spine long. Row the elbow toward the hip or rib cage. Lower until the shoulder reaches forward without twisting the torso.,Place the support hand under the shoulder and keep the spine long. Row the elbow toward the hip or rib cage. Lower until the shoulder reaches forward without twisting the torso.,Rotating the torso open to finish reps. Shrugging the working shoulder. Pulling the dumbbell straight up to the armpit regardless of goal.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Bench support position bothers the wrist or shoulder. The athlete cannot keep torso rotation controlled.",barbell_bent_over_row,,machine_row;chest_supported_dumbbell_row;seated_cable_row,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-060,Barbell Bent-Over Row,barbell_bent_over_row,,exercise,horizontal_pull,maximum_strength,trunk_force_transfer,primary,lats;mid_back;upper_back,rear_delts;biceps;trunk;forearms,barbell;plates,gym,advanced,3,1,2,yes,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,"Brace first, then row the elbow toward the hip or rib cage. Pause briefly with shoulder blades controlled. Return the weight without reaching into a rounded upper-back position.","Brace first, then row the elbow toward the hip or rib cage. Pause briefly with shoulder blades controlled. Return the weight without reaching into a rounded upper-back position.",Turning the row into a torso swing. Shrugging the shoulder toward the ear. Pulling past usable range and losing rib position.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Low-back fatigue or symptoms limit hinge tolerance. The athlete cannot prevent torso swing.",,chest_supported_dumbbell_row;seated_cable_row,seated_cable_row,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-060,Hill Acceleration,hill_acceleration,uphill acceleration,speed_drill,incline_linear_acceleration,acceleration,horizontal_power;explosive_strength,primary,glutes;quadriceps;hamstrings;calves,trunk,safe_moderate_hill,field;road;trail,intermediate,3,2,4,yes,sets;repetitions;distance_m;duration_seconds;intensity_percent;recovery_seconds,"Accelerate up a safe, consistent moderate incline for the prescribed distance. Use full recovery and stop the repetition before posture or step rhythm deteriorates.",Push the ground back. Rise gradually. Keep steps forceful and rhythmic.,Using a hill that is too steep; turning the sprint into a slow grind; short recovery; running on traffic-exposed or uneven ground.,"Stop for pain, dizziness, unusual breathlessness, unsafe traffic or surface, slipping, or clear loss of sprint mechanics.",,falling_start_acceleration,light_sled_acceleration;two_point_start_acceleration,shared_training_domain_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-061,Chest-Supported Dumbbell Row,chest_supported_dumbbell_row,,exercise,horizontal_pull,maximum_strength,shoulder_capacity;recovery_capacity,primary,upper_back;mid_back;lats,rear_delts;biceps;forearms,dumbbells;bench,gym;home,beginner,1,1,2,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Lie chest-down with feet planted. Pull elbows toward the chosen line without lifting the chest off the pad. Pause briefly at the top and lower fully.,Lie chest-down with feet planted. Pull elbows toward the chosen line without lifting the chest off the pad. Pause briefly at the top and lower fully.,Driving the chest off the bench to move more load. Shrugging instead of rowing. Using a bench angle that crowds shoulder range.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Prone bench pressure is uncomfortable. Shoulder range is pinched by the bench angle.",barbell_bent_over_row,,seated_cable_row;one_arm_dumbbell_row;machine_row,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-061,Easy Aerobic Swim,easy_aerobic_swim,easy continuous swim,conditioning_modality,continuous_swimming,aerobic_capacity,economy_efficiency;recovery_capacity,primary,cardiorespiratory_system;whole_body,shoulders;trunk,pool;pace_clock,pool,beginner,2,1,2,yes,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds;pool_length_m;stroke_code;send_off_seconds,"Only prescribe this method to an athlete with demonstrated independent water competency in a supervised pool. Swim continuously or in short easy repeats using a familiar stroke, comfortable breathing and an intensity that permits controlled technique throughout.",Easy rhythm. Relaxed breathing. Finish with the same stroke quality you started with.,Turning the session into threshold work; using an unfamiliar stroke; ignoring pool length or water-safety rules; continuing with shoulder pain.,"Do not prescribe without demonstrated independent water competency and appropriate pool supervision. Stop for distress in water, chest pain, dizziness, shoulder pain, unusual breathlessness or loss of safe stroke control.",swimming_threshold_intervals,low_impact_recovery_session,easy_continuous_cycle;easy_continuous_run,shared_training_domain_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-062,Seated Cable Row,seated_cable_row,,exercise,horizontal_pull,maximum_strength,shoulder_capacity,primary,lats;upper_back;mid_back,rear_delts;biceps;forearms,machine;cable_machine,gym,beginner,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,"Sit tall with knees slightly bent. Start the pull by bringing shoulder blades toward control, then elbows back. Return until arms are long without collapsing the spine.","Sit tall with knees slightly bent. Start the pull by bringing shoulder blades toward control, then elbows back. Return until arms are long without collapsing the spine.",Rocking the torso back and forth for momentum. Shrugging the handle to the chest. Rounding aggressively at the start.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: The athlete cannot sit upright without lumbar rounding. Cable setup causes shoulder discomfort.",barbell_bent_over_row,,machine_row;one_arm_dumbbell_row;chest_supported_dumbbell_row,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-062,Swimming Aerobic-Power Intervals,swimming_aerobic_power_intervals,swim aerobic power intervals,conditioning_modality,high_intensity_swimming_intervals,high_intensity_aerobic_power,aerobic_capacity;economy_efficiency,primary,cardiorespiratory_system;whole_body,shoulders;trunk,pool;pace_clock,pool,intermediate,3,1,4,yes,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds;pool_length_m;stroke_code;send_off_seconds,"Only prescribe this method to an athlete with demonstrated independent water competency and established repeat-swimming ability in a supervised pool. Swim repeated work bouts in the prescribed high-aerobic domain with a specified stroke, distance, pool length, send-off and easy recovery.",Hard and repeatable. Hold stroke length. Respect the send-off.,Racing the first repeat; unspecified rest or pool length; continuing after substantial pace or stroke deterioration.,"Do not prescribe without demonstrated independent water competency and appropriate pool supervision. Stop for distress in water, chest pain, dizziness, shoulder pain, unusual breathlessness or inability to maintain the prescribed stroke and pace range.",swimming_anaerobic_capacity_set,,cycling_aerobic_power_intervals;long_aerobic_power_intervals;swimming_threshold_intervals,shared_training_domain_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-063,Easy Rowing-Ergometer Session,easy_rower_session,easy erg row,conditioning_modality,continuous_rowing_ergometer,aerobic_capacity,recovery_capacity;local_muscular_endurance,primary,cardiorespiratory_system;whole_body,trunk;posterior_chain,rowing_ergometer,gym;home,beginner,2,1,2,no,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds,"Row continuously at conversational effort using a familiar stroke rate and damper setting that allow smooth, repeatable technique.",Easy pressure. Smooth sequence. Keep breathing comfortable.,High damper and low-rate grinding; racing the monitor; excessive spinal rounding; using an unfamiliar setup unsupervised.,"Stop for pain, dizziness, chest pain, unusual breathlessness or inability to maintain controlled rowing mechanics.",,low_impact_recovery_session,easy_continuous_cycle;easy_aerobic_swim,shared_training_domain_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-063,Machine Row,machine_row,,exercise,horizontal_pull,maximum_strength,,primary,lats;upper_back;mid_back,rear_delts;biceps;forearms,machine,gym,beginner,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Adjust the chest pad and handles to fit the torso. Pull elbows back without letting shoulders roll forward. Control the return until arms are long.,Adjust the chest pad and handles to fit the torso. Pull elbows back without letting shoulders roll forward. Control the return until arms are long.,Setting the chest pad too far away. Leaning away from the pad to finish reps. Shrugging instead of retracting and depressing.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Machine dimensions force poor shoulder or wrist angles. The athlete needs more trunk control challenge.",barbell_bent_over_row,,seated_cable_row;chest_supported_dumbbell_row,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-064,Hip-Flexor Isometric Hold,hip_flexor_isometric_hold,standing hip flexion hold,isometric,hip_flexion_isometric,isometric_force_capacity,movement_coordination;trunk_force_transfer,capacity,hip_flexors,trunk;stance_leg_glutes,wall_optional;resistance_band_optional,home;gym;field;track,beginner,2,1,2,no,sets;duration_seconds;effort_rpe;joint_position;recovery_seconds,Lift one thigh to the prescribed position and hold without leaning back or losing pelvic control. Use support or light resistance only when specified.,Stay tall. Hold the thigh without leaning. Keep the stance foot active.,Leaning back; rotating the pelvis; holding the breath; choosing resistance that changes the position.,"Stop for hip or back pain, cramping that does not settle, numbness, dizziness or loss of balance.",,,,shared_training_domain_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-064,Landmine Row,landmine_row,,exercise,horizontal_pull,maximum_strength,trunk_force_transfer,primary,lats;upper_back;rear_delts,biceps;mid_back;trunk;forearms,barbell;landmine;plates,gym,intermediate,3,1,3,yes,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Hinge with the working shoulder close to the bar sleeve. Pull the elbow back along the bar angle. Keep hips and ribs from rotating open.,Hinge with the working shoulder close to the bar sleeve. Pull the elbow back along the bar angle. Keep hips and ribs from rotating open.,Twisting the torso to finish. Dragging the shoulder forward at the bottom. Using plates too large for a useful range.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: The athlete cannot stabilize the hinge. The landmine setup is unstable.",barbell_bent_over_row,one_arm_dumbbell_row,one_arm_dumbbell_row;seated_cable_row,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-065,Face Pull,face_pull,,exercise,horizontal_pull,shoulder_capacity,local_muscular_endurance;maximum_strength,capacity,rear_delts;upper_back;traps;mid_back,rotator_cuff;biceps,cable_machine;resistance_band,gym,beginner,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Set cable near face height. Pull rope toward eyes or nose. Drive elbows back without leaning.,Set cable near face height. Pull rope toward eyes or nose. Drive elbows back without leaning.,Leaning back to move load. Elbows dropping too low. Neck jutting forward.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Shoulder pain with external rotation. Cannot keep ribs and neck controlled. Cable setup pulls too high or low.",,band_pull_apart,prone_y_t_w_raise;band_pull_apart,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-065,Shoulder External-Rotation Isometric Hold,shoulder_external_rotation_hold,external rotation hold,isometric,shoulder_external_rotation_isometric,shoulder_capacity,isometric_force_capacity,capacity,rotator_cuff,scapular_stabilizers,resistance_band_or_immovable_support,home;gym;field,beginner,2,1,2,no,sets;duration_seconds;effort_rpe;joint_position;recovery_seconds,Hold the upper arm in the prescribed supported position and produce controlled external-rotation force without moving the shoulder or trunk.,Keep the shoulder quiet. Hold steady pressure. Do not twist the trunk.,Using excessive effort; moving the elbow; shrugging; rotating the torso; working through shoulder pain.,"Stop for shoulder pain, instability, numbness, tingling, unexpected weakness or loss of controlled position.",cable_90_90_external_rotation,band_external_rotation_at_side,side_lying_dumbbell_external_rotation;band_external_rotation_at_side,shared_training_domain_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-066,Band Pull-Apart,band_pull_apart,,exercise,shoulder_horizontal_abduction,shoulder_capacity,,capacity,rear_deltoids;middle_trapezius;rhomboids,rotator_cuff,resistance_band,field;gym;home,beginner,1,1,2,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Use a light band and straight or softly bent elbows. Pull apart without shrugging. Return slowly while the rib cage stays controlled.,Use a light band and straight or softly bent elbows. Pull apart without shrugging. Return slowly while the rib cage stays controlled.,Using excessive band tension. Flaring the ribs. Turning the drill into a forceful end-range stretch.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Use as low-load strengthening, not as a posture correction or injury-prevention guarantee. Modify for shoulder pain or neurologic symptoms.",face_pull,,face_pull,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-067,Push-Up Plus (full push-up),push_up_plus_full_push_up,,exercise,horizontal_push,shoulder_capacity,,capacity,chest;triceps;serratus_anterior,shoulders;trunk,floor;bench_or_wall,gym;home,beginner,1,1,2,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,"Complete a controlled push-up, then keep the elbows straight and reach the upper back slightly toward the ceiling. Allow the shoulder blades to move around the rib cage.","Complete a controlled push-up, then keep the elbows straight and reach the upper back slightly toward the ceiling. Allow the shoulder blades to move around the rib cage.",Bending the elbows during the plus phase. Shrugging. Losing trunk position to create extra reach.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Regress to an incline or wall if wrist, shoulder, or trunk control limits the movement. Scapular protraction is intended and should be pain free.",,,serratus_cable_punch,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-068,Scapular Pull-Up,scapular_pull_up,,exercise,scapular_control,shoulder_capacity,recovery_capacity;local_muscular_endurance,capacity,traps;lats,shoulders;upper_back;forearms,pull_up_bar,gym;home,beginner,1,1,2,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Start in a controlled hang with ribs quiet. Pull shoulder blades down without bending elbows much. Lower back to the hang slowly instead of dropping.,Start in a controlled hang with ribs quiet. Pull shoulder blades down without bending elbows much. Lower back to the hang slowly instead of dropping.,Turning each rep into a partial elbow-bent pull-up. Swinging the body to move the shoulders. Hanging into painful end range.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Hanging irritates the shoulder, elbow, or grip. The athlete cannot control body swing.",band_assisted_pull_up;pull_up,,band_pull_apart,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-069,Band External Rotation at Side,band_external_rotation_at_side,,exercise,shoulder_external_rotation,shoulder_capacity,maximum_strength,capacity,rotator_cuff,rear_delts;upper_back,resistance_band,field;gym;home,beginner,1,1,2,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Keep elbow at the side with a small towel if helpful. Rotate the forearm outward without moving the elbow. Use light band tension and slow tempo.,Keep elbow at the side with a small towel if helpful. Rotate the forearm outward without moving the elbow. Use light band tension and slow tempo.,Letting the elbow drift away from the ribs. Rotating the trunk instead of the shoulder. Using a band too heavy to isolate the cuff.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: External rotation causes pain or clicking. The athlete cannot isolate shoulder rotation.",cable_90_90_external_rotation,,side_lying_dumbbell_external_rotation;face_pull,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-070,Side-Lying Dumbbell External Rotation,side_lying_dumbbell_external_rotation,,exercise,shoulder_external_rotation,shoulder_capacity,maximum_strength;recovery_capacity,capacity,rotator_cuff,rear_delts,dumbbells;bench,gym;home,beginner,1,1,2,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Lie on the side with the working elbow against the ribs. Rotate the dumbbell upward without rolling the torso back. Lower slowly to the start.,Lie on the side with the working elbow against the ribs. Rotate the dumbbell upward without rolling the torso back. Lower slowly to the start.,Using a dumbbell too heavy for clean rotation. Rolling the body open to finish reps. Letting the elbow slide away from the torso.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Side-lying position or external rotation is painful. The athlete cannot keep the elbow supported.",cable_90_90_external_rotation,,band_external_rotation_at_side;face_pull,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-071,Prone Y-T-W Raise,prone_y_t_w_raise,,exercise,scapular_control,shoulder_capacity,local_muscular_endurance;maximum_strength,capacity,upper_back;rear_delts;traps,rotator_cuff;shoulders;mid_back,bench;dumbbells,gym;home,beginner,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,"Brace lightly before lifting. Move arms, not chest. Keep neck long.","Brace lightly before lifting. Move arms, not chest. Keep neck long.",Shrugging into upper traps. Lifting too high with lumbar extension. Using heavy dumbbells.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Shoulder pinching in overhead angles. Cannot keep neck relaxed. Prone position is uncomfortable.",overhead_carry,band_pull_apart;wall_slide,face_pull,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-072,Wall Slide with Lift-Off,wall_slide_with_lift_off,,mobility,shoulder_elevation,mobility_preparation,shoulder_capacity,preparation,shoulders;traps,rotator_cuff;rear_delts,bodyweight,field;gym;home,beginner,1,1,2,no,sets;repetitions;duration_seconds;range_of_motion;effort_rpe;recovery_seconds,Stand with ribs down and forearms on the wall. Slide upward without arching the low back. Lift hands lightly from the wall only if shoulder blades stay controlled.,Stand with ribs down and forearms on the wall. Slide upward without arching the low back. Lift hands lightly from the wall only if shoulder blades stay controlled.,Arching the back to create overhead range. Shrugging hard near the top. Forcing lift-off when the wall slide is not controlled.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Overhead motion causes pain or tingling. The athlete cannot keep ribs down against the wall.",,,incline_y_raise;wall_slide,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-073,Dead Bug,dead_bug,,exercise,anti_extension,trunk_force_transfer,mobility_preparation,capacity,trunk;hip;deep_core;rectus_abdominis,obliques;shoulders;glutes,mat,field;gym;home,beginner,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Exhale and keep the trunk controlled. Move the opposite arm and leg only as far as the pelvis and rib cage remain steady. Return slowly.,Exhale and keep the trunk controlled. Move the opposite arm and leg only as far as the pelvis and rib cage remain steady. Return slowly.,Extending the limbs beyond controllable range. Holding the breath. Creating movement from the low back instead of the hip and shoulder.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: This is a trunk-control option, not a stand-alone treatment or guarantee of back protection. Shorten the lever or range if symptoms increase.",,,bird_dog;front_plank;pallof_press_iso_hold,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-074,Bird Dog,bird_dog,,exercise,anti_rotation,trunk_force_transfer,mobility_preparation,capacity,trunk;hip;shoulder;deep_core;glutes,obliques;shoulders;upper_back,mat,field;gym;home,beginner,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Set hands under shoulders and knees under hips. Reach the opposite arm and leg without rotating the pelvis. Move slowly and breathe.,Set hands under shoulders and knees under hips. Reach the opposite arm and leg without rotating the pelvis. Move slowly and breathe.,Rotating or shifting the pelvis. Overreaching. Loading painful wrists or knees without support.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Use as a coordination and trunk-control drill, not as proof of spinal protection. Reduce lever length or use padding if symptoms increase.",bear_crawl;plank_shoulder_tap,,dead_bug;pallof_press_iso_hold;bear_plank_hold,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-075,Bear Plank Hold,bear_plank_hold,,isometric,quadruped_hover,trunk_force_transfer,shoulder_capacity,capacity,deep_core;trunk;shoulders,quadriceps;glutes;obliques,bodyweight,field;gym;home,beginner,1,1,3,no,sets;duration_seconds;effort_rpe;joint_position;recovery_seconds,Knees hover close to floor. Spread fingers and push down. Keep back flat.,Knees hover close to floor. Spread fingers and push down. Keep back flat.,Knees too high. Rounding heavily. Rocking back into the hips.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Wrist loading is not tolerated. Knee pain during setup. Shoulders cannot support bodyweight.",bear_crawl;lateral_bear_crawl;plank_shoulder_tap,,front_plank;bird_dog;dead_bug,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-076,Front Plank,front_plank,,exercise,anti_extension,trunk_force_transfer,local_muscular_endurance;maximum_strength,capacity,trunk;rectus_abdominis;deep_core,obliques;glutes;shoulders,bodyweight,field;gym;home,beginner,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Elbows under shoulders. Brace as if preparing for contact. Squeeze glutes and quads.,Elbows under shoulders. Brace as if preparing for contact. Squeeze glutes and quads.,Hips sagging. Hips piked too high. Holding the breath.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Shoulder pain in forearm support. Low back discomfort that appears immediately. Athlete cannot hold neutral pelvis.",long_lever_plank;stability_ball_stir_the_pot,,dead_bug;pallof_press_iso_hold;side_plank_from_knees,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-077,Side Plank from Knees,side_plank_from_knees,,exercise,anti_lateral_flexion,trunk_force_transfer,recovery_capacity,capacity,obliques;deep_core;trunk,glutes;shoulders;adductors,bodyweight,field;gym;home,beginner,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Knees bent and stacked. Lift bottom hip away from floor. Make a straight line from knee to shoulder.,Knees bent and stacked. Lift bottom hip away from floor. Make a straight line from knee to shoulder.,Hips drifting backward. Bottom shoulder jammed up. Twisting toward the floor.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Knee contact is painful. Shoulder cannot support the position. Athlete cannot find a straight side line.",suitcase_carry,,pallof_press;dead_bug;bear_plank_hold,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
